vname,frame_no,flux_r,flux_g,flux_b,area_r,area_g,area_b,r0,g0,b0,r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7,r8,g8,b8,r9,g9,b9,r10,g10,b10,r_seq,g_seq,b_seq
auroramaxHD_20180421_480p.mp4,2549,5453.0,5972.0,7380698.0,2581,1505,157065,29,47,76,27,41,63,25,34,55,23,33,49,23,30,45,23,29,43,20,26,41,17,24,40,17,23,40,18,25,41,19,26,42,[29 27 25 23 23 23 20 17 17 18 19],[47 41 34 33 30 29 26 24 23 25 26],[76 63 55 49 45 43 41 40 40 41 42]
auroramaxHD_20180421_480p.mp4,2550,6566.0,4910.0,7413382.0,2887,1188,156694,29,47,76,27,41,63,25,35,54,24,33,49,23,31,46,22,29,43,21,27,42,17,24,40,17,24,40,18,25,41,19,26,41,[29 27 25 24 23 22 21 17 17 18 19],[47 41 35 33 31 29 27 24 24 25 26],[76 63 54 49 46 43 42 40 40 41 41]
auroramaxHD_20180421_480p.mp4,2551,3402.0,5747.0,7478716.0,1657,1946,157656,30,46,76,27,40,65,25,35,55,24,33,49,23,30,47,22,28,44,20,27,42,17,24,40,17,24,40,18,25,42,19,27,42,[30 27 25 24 23 22 20 17 17 18 19],[46 40 35 33 30 28 27 24 24 25 27],[76 65 55 49 47 44 42 40 40 42 42]
auroramaxHD_20180421_480p.mp4,2552,5638.0,4757.0,7481551.0,2405,1434,157110,30,46,76,29,41,64,25,35,55,25,34,50,24,32,46,22,29,44,22,28,42,17,24,40,17,24,40,18,25,42,20,27,42,[30 29 25 25 24 22 22 17 17 18 20],[46 41 35 34 32 29 28 24 24 25 27],[76 64 55 50 46 44 42 40 40 42 42]
auroramaxHD_20180421_480p.mp4,2553,2824.0,7845.0,7534795.0,1694,2209,157757,29,46,77,27,40,64,24,34,56,25,34,50,25,33,47,22,29,44,21,29,43,17,24,41,17,24,40,17,25,42,19,27,42,[29 27 24 25 25 22 21 17 17 17 19],[46 40 34 34 33 29 29 24 24 25 27],[77 64 56 50 47 44 43 41 40 42 42]
auroramaxHD_20180421_480p.mp4,2554,4170.0,6454.0,7542435.0,2230,1679,157186,29,46,77,28,41,63,24,35,56,25,34,50,25,34,47,24,31,44,21,28,43,18,25,41,17,24,40,18,25,42,20,27,42,[29 28 24 25 25 24 21 18 17 18 20],[46 41 35 34 34 31 28 25 24 25 27],[77 63 56 50 47 44 43 41 40 42 42]
auroramaxHD_20180421_480p.mp4,2555,2061.0,8788.0,7589969.0,1283,2733,158113,30,47,76,27,40,64,24,35,56,24,33,50,25,33,47,23,30,44,21,29,43,17,25,41,17,24,41,18,25,42,20,27,42,[30 27 24 24 25 23 21 17 17 18 20],[47 40 35 33 33 30 29 25 24 25 27],[76 64 56 50 47 44 43 41 41 42 42]
auroramaxHD_20180421_480p.mp4,2556,4359.0,7228.0,7600645.0,2268,1737,157170,29,47,77,26,40,65,24,35,56,25,33,51,24,33,47,23,30,45,22,28,43,18,25,41,17,24,41,18,25,42,20,27,42,[29 26 24 25 24 23 22 18 17 18 20],[47 40 35 33 33 30 28 25 24 25 27],[77 65 56 51 47 45 43 41 41 42 42]
auroramaxHD_20180421_480p.mp4,2557,2746.0,5877.0,7664282.0,1715,2007,157944,29,47,78,26,40,66,23,35,57,24,33,50,24,34,47,24,31,45,21,29,43,17,25,41,16,24,41,18,26,42,20,28,42,[29 26 23 24 24 24 21 17 16 18 20],[47 40 35 33 34 31 29 25 24 26 28],[78 66 57 50 47 45 43 41 41 42 42]
auroramaxHD_20180421_480p.mp4,2558,6329.0,4939.0,7660295.0,2722,1175,156801,29,47,78,26,40,65,25,35,57,24,33,51,24,33,48,24,32,45,22,29,43,18,25,41,17,24,41,18,25,42,20,27,42,[29 26 25 24 24 24 22 18 17 18 20],[47 40 35 33 33 32 29 25 24 25 27],[78 65 57 51 48 45 43 41 41 42 42]
auroramaxHD_20180421_480p.mp4,2559,2388.0,6621.0,7715586.0,1411,2295,158102,30,47,78,26,40,65,24,35,57,23,32,51,24,33,47,24,32,45,22,29,43,18,26,42,17,24,42,17,26,43,20,28,42,[30 26 24 23 24 24 22 18 17 17 20],[47 40 35 32 33 32 29 26 24 26 28],[78 65 57 51 47 45 43 42 42 43 42]
auroramaxHD_20180421_480p.mp4,2560,3277.0,5641.0,7756573.0,1731,1785,157629,28,46,79,25,40,66,23,36,57,22,32,51,23,32,47,24,33,46,22,29,44,18,27,43,17,25,42,17,26,43,20,28,43,[28 25 23 22 23 24 22 18 17 17 20],[46 40 36 32 32 33 29 27 25 26 28],[79 66 57 51 47 46 44 43 42 43 43]
auroramaxHD_20180421_480p.mp4,2561,4246.0,5087.0,7741066.0,2088,1591,157392,28,48,78,26,39,65,24,36,57,22,31,51,23,32,47,24,33,46,23,29,44,19,27,43,17,25,42,18,26,43,20,28,43,[28 26 24 22 23 24 23 19 17 18 20],[48 39 36 31 32 33 29 27 25 26 28],[78 65 57 51 47 46 44 43 42 43 43]
auroramaxHD_20180421_480p.mp4,2562,4594.0,6053.0,7778545.0,2279,1637,157466,29,47,79,25,39,66,25,36,57,22,32,51,23,31,47,24,33,46,23,30,44,19,27,43,17,25,43,18,26,43,20,28,43,[29 25 25 22 23 24 23 19 17 18 20],[47 39 36 32 31 33 30 27 25 26 28],[79 66 57 51 47 46 44 43 43 43 43]
auroramaxHD_20180421_480p.mp4,2563,4656.0,4700.0,7821830.0,2420,1333,157134,28,47,79,25,39,66,24,36,58,23,32,51,22,31,47,23,33,46,22,29,45,19,27,43,17,25,43,18,26,43,20,28,43,[28 25 24 23 22 23 22 19 17 18 20],[47 39 36 32 31 33 29 27 25 26 28],[79 66 58 51 47 46 45 43 43 43 43]
auroramaxHD_20180421_480p.mp4,2564,6395.0,4661.0,7823387.0,2994,863,156499,29,46,79,26,40,66,26,36,58,23,32,52,22,31,46,23,32,45,22,29,44,19,27,43,18,25,43,18,26,43,21,28,44,[29 26 26 23 22 23 22 19 18 18 21],[46 40 36 32 31 32 29 27 25 26 28],[79 66 58 52 46 45 44 43 43 43 44]
auroramaxHD_20180421_480p.mp4,2565,5136.0,5132.0,7847764.0,2739,1164,156894,28,46,80,25,40,66,25,36,58,24,33,52,22,31,47,22,31,45,22,30,44,20,28,44,17,25,43,18,26,44,21,28,44,[28 25 25 24 22 22 22 20 17 18 21],[46 40 36 33 31 31 30 28 25 26 28],[80 66 58 52 47 45 44 44 43 44 44]
auroramaxHD_20180421_480p.mp4,2566,4997.0,5238.0,7880578.0,2577,1215,156789,28,46,79,25,40,67,25,36,59,24,34,51,22,31,48,22,30,45,21,30,44,21,29,44,18,26,43,18,27,44,21,28,44,[28 25 25 24 22 22 21 21 18 18 21],[46 40 36 34 31 30 30 29 26 27 28],[79 67 59 51 48 45 44 44 43 44 44]
auroramaxHD_20180421_480p.mp4,2567,2237.0,6707.0,7955531.0,1474,2272,158210,28,47,80,26,40,68,24,36,59,24,34,53,22,31,48,22,30,46,21,29,45,21,29,44,18,26,44,18,26,44,21,28,44,[28 26 24 24 22 22 21 21 18 18 21],[47 40 36 34 31 30 29 29 26 26 28],[80 68 59 53 48 46 45 44 44 44 44]
auroramaxHD_20180421_480p.mp4,2568,3406.0,6724.0,7945502.0,1463,2189,157966,28,47,79,25,39,66,24,36,58,24,33,53,22,30,48,21,29,45,20,29,44,21,28,44,17,26,44,18,26,45,20,29,44,[28 25 24 24 22 21 20 21 17 18 20],[47 39 36 33 30 29 29 28 26 26 29],[79 66 58 53 48 45 44 44 44 45 44]
auroramaxHD_20180421_480p.mp4,2569,3302.0,5946.0,7969785.0,1586,1988,157828,28,47,81,26,40,67,24,36,58,23,33,52,22,31,48,22,30,45,21,29,45,21,28,44,18,26,44,18,27,45,20,29,44,[28 26 24 23 22 22 21 21 18 18 20],[47 40 36 33 31 30 29 28 26 27 29],[81 67 58 52 48 45 45 44 44 45 44]
auroramaxHD_20180421_480p.mp4,2570,3573.0,6761.0,8014556.0,2032,1686,157380,29,47,80,26,40,68,24,36,59,24,33,52,22,31,48,21,29,46,21,28,44,21,29,44,18,27,44,18,27,44,20,29,44,[29 26 24 24 22 21 21 21 18 18 20],[47 40 36 33 31 29 28 29 27 27 29],[80 68 59 52 48 46 44 44 44 44 44]
auroramaxHD_20180421_480p.mp4,2571,3761.0,6796.0,8028943.0,1934,1956,157716,28,48,81,26,41,68,24,35,59,24,33,52,22,31,48,21,29,46,20,29,45,21,28,45,19,26,44,18,27,44,21,29,44,[28 26 24 24 22 21 20 21 19 18 21],[48 41 35 33 31 29 29 28 26 27 29],[81 68 59 52 48 46 45 45 44 44 44]
auroramaxHD_20180421_480p.mp4,2572,4637.0,4586.0,8075103.0,2339,1301,157268,29,48,81,26,40,68,24,36,60,23,33,53,22,31,49,21,29,46,20,29,45,21,28,45,19,27,45,18,27,46,20,29,45,[29 26 24 23 22 21 20 21 19 18 20],[48 40 36 33 31 29 29 28 27 27 29],[81 68 60 53 49 46 45 45 45 46 45]
auroramaxHD_20180421_480p.mp4,2573,2048.0,7690.0,8120991.0,1025,2760,158536,29,49,82,25,41,68,23,36,60,24,34,53,22,31,49,20,29,46,20,29,45,21,28,45,19,28,45,18,27,46,20,29,45,[29 25 23 24 22 20 20 21 19 18 20],[49 41 36 34 31 29 29 28 28 27 29],[82 68 60 53 49 46 45 45 45 46 45]
auroramaxHD_20180421_480p.mp4,2574,4741.0,4752.0,8165329.0,2441,1332,157371,29,49,82,27,40,69,24,36,60,24,34,53,23,32,49,20,29,46,20,29,45,21,28,45,20,29,45,18,27,46,21,29,46,[29 27 24 24 23 20 20 21 20 18 21],[49 40 36 34 32 29 29 28 29 27 29],[82 69 60 53 49 46 45 45 45 46 46]
auroramaxHD_20180421_480p.mp4,2575,3306.0,7571.0,8162281.0,1741,2015,157833,29,49,82,27,41,69,24,37,60,24,34,53,23,32,49,21,29,46,20,29,45,21,29,45,20,29,46,18,27,45,21,30,46,[29 27 24 24 23 21 20 21 20 18 21],[49 41 37 34 32 29 29 29 29 27 30],[82 69 60 53 49 46 45 45 46 45 46]
auroramaxHD_20180421_480p.mp4,2576,4102.0,5714.0,8198795.0,2245,1557,157458,29,50,81,26,41,69,24,37,61,24,33,54,23,32,49,20,29,46,20,29,45,21,29,45,22,30,46,18,27,45,21,29,46,[29 26 24 24 23 20 20 21 22 18 21],[50 41 37 33 32 29 29 29 30 27 29],[81 69 61 54 49 46 45 45 46 45 46]
auroramaxHD_20180421_480p.mp4,2577,5969.0,5483.0,8222975.0,2630,1245,157003,30,49,83,26,40,69,24,37,61,23,33,54,23,32,50,20,29,47,21,29,46,21,29,46,21,29,46,18,27,46,21,30,47,[30 26 24 23 23 20 21 21 21 18 21],[49 40 37 33 32 29 29 29 29 27 30],[83 69 61 54 50 47 46 46 46 46 47]
auroramaxHD_20180421_480p.mp4,2578,2216.0,8412.0,8263812.0,1214,2698,158545,29,49,84,26,41,70,24,37,62,23,34,54,23,32,49,20,29,47,21,29,46,20,29,46,21,30,46,18,27,46,21,30,46,[29 26 24 23 23 20 21 20 21 18 21],[49 41 37 34 32 29 29 29 30 27 30],[84 70 62 54 49 47 46 46 46 46 46]
auroramaxHD_20180421_480p.mp4,2579,3188.0,7643.0,8297769.0,1604,2091,157886,30,49,84,26,41,70,24,37,62,23,34,54,23,32,50,20,29,47,21,29,46,21,29,46,21,30,47,18,27,46,21,30,47,[30 26 24 23 23 20 21 21 21 18 21],[49 41 37 34 32 29 29 29 30 27 30],[84 70 62 54 50 47 46 46 47 46 47]
auroramaxHD_20180421_480p.mp4,2580,4057.0,6184.0,8316750.0,1959,1609,157397,30,49,84,26,40,70,24,37,61,24,34,55,23,32,50,21,29,47,21,29,46,21,29,45,21,30,47,19,28,46,21,30,47,[30 26 24 24 23 21 21 21 21 19 21],[49 40 37 34 32 29 29 29 30 28 30],[84 70 61 55 50 47 46 45 47 46 47]
auroramaxHD_20180421_480p.mp4,2581,2071.0,7794.0,8368667.0,1211,2536,158371,29,50,84,25,41,70,24,37,62,23,34,55,22,32,50,20,29,48,21,29,46,21,29,45,21,30,47,19,28,47,21,30,47,[29 25 24 23 22 20 21 21 21 19 21],[50 41 37 34 32 29 29 29 30 28 30],[84 70 62 55 50 48 46 45 47 47 47]
auroramaxHD_20180421_480p.mp4,2582,2820.0,7449.0,8404160.0,1426,2330,158119,30,50,85,25,40,71,24,38,62,23,33,55,23,32,50,20,29,48,21,29,47,21,30,46,21,30,48,19,27,48,21,30,47,[30 25 24 23 23 20 21 21 21 19 21],[50 40 38 33 32 29 29 30 30 27 30],[85 71 62 55 50 48 47 46 48 48 47]
auroramaxHD_20180421_480p.mp4,2583,3652.0,6041.0,8450513.0,1604,2016,157947,30,51,84,25,41,71,24,37,63,23,33,55,23,32,51,20,29,48,21,30,47,21,29,46,22,31,48,19,28,48,21,30,48,[30 25 24 23 23 20 21 21 22 19 21],[51 41 37 33 32 29 30 29 31 28 30],[84 71 63 55 51 48 47 46 48 48 48]
auroramaxHD_20180421_480p.mp4,2584,2816.0,7879.0,8468256.0,1387,2395,158190,30,51,85,25,41,71,24,38,62,22,34,55,23,32,51,20,30,48,21,30,47,21,29,47,22,31,48,19,28,48,21,30,48,[30 25 24 22 23 20 21 21 22 19 21],[51 41 38 34 32 30 30 29 31 28 30],[85 71 62 55 51 48 47 47 48 48 48]
auroramaxHD_20180421_480p.mp4,2585,3283.0,6521.0,8507905.0,1532,2192,158192,30,51,85,25,41,72,23,38,63,23,34,56,22,32,51,21,30,48,21,30,47,21,30,47,22,31,48,19,28,48,20,30,48,[30 25 23 23 22 21 21 21 22 19 20],[51 41 38 34 32 30 30 30 31 28 30],[85 72 63 56 51 48 47 47 48 48 48]
auroramaxHD_20180421_480p.mp4,2586,3831.0,7020.0,8522278.0,1786,1975,157699,31,52,86,26,41,71,24,38,63,24,34,55,23,32,51,21,30,48,21,30,47,22,30,47,22,31,48,19,28,48,21,30,48,[31 26 24 24 23 21 21 22 22 19 21],[52 41 38 34 32 30 30 30 31 28 30],[86 71 63 55 51 48 47 47 48 48 48]
auroramaxHD_20180421_480p.mp4,2587,2811.0,6343.0,8568093.0,1278,2083,158032,31,52,85,26,41,72,24,37,63,22,34,56,22,32,51,21,30,48,21,30,47,22,31,48,21,30,48,20,29,49,21,30,48,[31 26 24 22 22 21 21 22 21 20 21],[52 41 37 34 32 30 30 31 30 29 30],[85 72 63 56 51 48 47 48 48 49 48]
auroramaxHD_20180421_480p.mp4,2588,6274.0,3898.0,8581463.0,2912,783,156604,31,51,87,25,40,72,24,37,63,23,34,56,22,31,51,21,30,49,21,29,48,22,30,48,21,29,48,20,29,49,21,30,49,[31 25 24 23 22 21 21 22 21 20 21],[51 40 37 34 31 30 29 30 29 29 30],[87 72 63 56 51 49 48 48 48 49 49]
auroramaxHD_20180421_480p.mp4,2589,3423.0,6169.0,8637307.0,1985,1681,157705,31,53,87,25,40,73,23,36,63,23,34,57,22,31,51,21,30,49,21,30,48,22,31,48,21,30,49,20,29,49,21,30,50,[31 25 23 23 22 21 21 22 21 20 21],[53 40 36 34 31 30 30 31 30 29 30],[87 73 63 57 51 49 48 48 49 49 50]
auroramaxHD_20180421_480p.mp4,2590,1791.0,7262.0,8663195.0,1062,2277,158149,31,52,87,25,40,73,23,36,63,22,34,57,21,31,52,21,30,49,20,29,48,22,31,48,21,30,49,20,29,49,21,30,49,[31 25 23 22 21 21 20 22 21 20 21],[52 40 36 34 31 30 29 31 30 29 30],[87 73 63 57 52 49 48 48 49 49 49]
auroramaxHD_20180421_480p.mp4,2591,2653.0,8167.0,8674143.0,1540,2141,157895,32,51,88,25,40,73,23,36,65,22,33,56,21,31,52,21,30,49,20,29,47,22,31,48,22,30,49,21,30,49,22,30,50,[32 25 23 22 21 21 20 22 22 21 22],[51 40 36 33 31 30 29 31 30 30 30],[88 73 65 56 52 49 47 48 49 49 50]
auroramaxHD_20180421_480p.mp4,2592,3632.0,6449.0,8726804.0,1914,1816,157737,31,52,88,26,40,73,23,36,65,21,33,56,21,31,52,20,29,49,20,29,48,21,30,49,22,31,49,21,30,50,21,30,49,[31 26 23 21 21 20 20 21 22 21 21],[52 40 36 33 31 29 29 30 31 30 30],[88 73 65 56 52 49 48 49 49 50 49]
auroramaxHD_20180421_480p.mp4,2593,1782.0,9213.0,8766392.0,958,2825,158458,31,52,88,24,40,73,23,37,65,21,32,58,21,30,52,20,29,49,19,29,48,22,31,49,22,31,49,20,30,50,21,30,50,[31 24 23 21 21 20 19 22 22 20 21],[52 40 37 32 30 29 29 31 31 30 30],[88 73 65 58 52 49 48 49 49 50 50]
auroramaxHD_20180421_480p.mp4,2594,2292.0,6421.0,8842424.0,1339,2062,158259,30,52,89,25,40,74,23,37,65,21,32,58,21,31,53,20,29,50,19,28,49,21,31,49,21,31,50,21,30,51,21,30,50,[30 25 23 21 21 20 19 21 21 21 21],[52 40 37 32 31 29 28 31 31 30 30],[89 74 65 58 53 50 49 49 50 51 50]
auroramaxHD_20180421_480p.mp4,2595,1965.0,7851.0,8852842.0,1084,2456,158340,31,53,89,25,40,74,24,37,65,21,31,58,21,30,52,20,29,50,20,28,49,21,30,49,21,30,50,21,30,51,21,30,50,[31 25 24 21 21 20 20 21 21 21 21],[53 40 37 31 30 29 28 30 30 30 30],[89 74 65 58 52 50 49 49 50 51 50]
auroramaxHD_20180421_480p.mp4,2596,2251.0,6065.0,8905087.0,1377,2060,158364,31,53,90,25,40,74,24,36,65,21,31,58,21,30,53,20,29,50,20,29,49,21,30,49,21,31,50,21,30,52,21,30,51,[31 25 24 21 21 20 20 21 21 21 21],[53 40 36 31 30 29 29 30 31 30 30],[90 74 65 58 53 50 49 49 50 52 51]
auroramaxHD_20180421_480p.mp4,2597,5884.0,4406.0,8927886.0,2676,855,156896,31,53,90,25,40,74,23,36,65,21,31,58,21,30,53,19,28,50,20,29,49,21,30,49,22,31,50,21,30,52,21,30,50,[31 25 23 21 21 19 20 21 22 21 21],[53 40 36 31 30 28 29 30 31 30 30],[90 74 65 58 53 50 49 49 50 52 50]
auroramaxHD_20180421_480p.mp4,2598,4701.0,3718.0,8958723.0,2250,1017,157441,31,53,90,25,40,75,23,36,66,21,31,59,20,30,53,19,28,50,20,29,49,21,30,50,22,31,51,21,30,52,21,30,51,[31 25 23 21 20 19 20 21 22 21 21],[53 40 36 31 30 28 29 30 31 30 30],[90 75 66 59 53 50 49 50 51 52 51]
auroramaxHD_20180421_480p.mp4,2599,1978.0,8756.0,8975159.0,1232,2330,158150,31,53,91,25,41,74,23,37,66,21,30,59,20,30,53,19,28,51,21,30,49,21,30,50,22,31,50,21,31,52,21,30,51,[31 25 23 21 20 19 21 21 22 21 21],[53 41 37 30 30 28 30 30 31 31 30],[91 74 66 59 53 51 49 50 50 52 51]
auroramaxHD_20180421_480p.mp4,2600,3926.0,5175.0,9017444.0,2015,1334,157510,31,54,92,25,41,75,24,36,66,21,30,59,20,29,54,20,29,51,21,30,49,21,30,50,22,31,51,22,31,52,21,30,51,[31 25 24 21 20 20 21 21 22 22 21],[54 41 36 30 29 29 30 30 31 31 30],[92 75 66 59 54 51 49 50 51 52 51]
auroramaxHD_20180421_480p.mp4,2601,4378.0,6971.0,9044036.0,1935,1751,157532,31,54,92,26,41,75,24,36,66,20,30,59,20,29,54,20,29,50,21,30,50,21,30,50,22,30,50,22,31,52,21,30,51,[31 26 24 20 20 20 21 21 22 22 21],[54 41 36 30 29 29 30 30 30 31 30],[92 75 66 59 54 50 50 50 50 52 51]
auroramaxHD_20180421_480p.mp4,2602,2775.0,6134.0,9101301.0,1364,1942,158223,29,54,92,25,41,76,23,36,66,19,30,60,19,29,54,20,28,51,20,29,50,21,31,50,21,30,51,22,31,53,21,30,51,[29 25 23 19 19 20 20 21 21 22 21],[54 41 36 30 29 28 29 31 30 31 30],[92 76 66 60 54 51 50 50 51 53 51]
auroramaxHD_20180421_480p.mp4,2603,3570.0,5059.0,9146246.0,1562,1562,158087,31,54,92,26,41,77,23,36,67,20,30,60,20,29,54,20,29,51,21,29,50,22,31,50,22,31,51,22,31,53,22,31,52,[31 26 23 20 20 20 21 22 22 22 22],[54 41 36 30 29 29 29 31 31 31 31],[92 77 67 60 54 51 50 50 51 53 52]
auroramaxHD_20180421_480p.mp4,2604,3443.0,6674.0,9168681.0,1799,1831,157768,29,55,92,26,41,77,23,36,66,19,31,60,19,30,54,19,29,51,20,28,50,22,31,51,22,30,51,22,31,53,22,31,52,[29 26 23 19 19 19 20 22 22 22 22],[55 41 36 31 30 29 28 31 30 31 31],[92 77 66 60 54 51 50 51 51 53 52]
auroramaxHD_20180421_480p.mp4,2605,2607.0,6692.0,9208641.0,1487,1993,158169,31,54,93,26,42,77,23,36,67,20,31,60,19,29,55,20,29,52,20,28,50,22,31,51,22,30,51,22,31,53,22,31,52,[31 26 23 20 19 20 20 22 22 22 22],[54 42 36 31 29 29 28 31 30 31 31],[93 77 67 60 55 52 50 51 51 53 52]
auroramaxHD_20180421_480p.mp4,2606,2633.0,5532.0,9261001.0,1368,1929,158245,31,54,94,26,42,77,23,36,67,20,31,61,19,29,56,19,29,52,19,28,50,20,30,51,21,30,52,22,31,53,21,31,53,[31 26 23 20 19 19 19 20 21 22 21],[54 42 36 31 29 29 28 30 30 31 31],[94 77 67 61 56 52 50 51 52 53 53]
auroramaxHD_20180421_480p.mp4,2607,2858.0,8294.0,9275628.0,1382,2421,158292,32,56,93,25,43,78,23,37,68,21,32,60,18,29,56,19,29,52,20,29,51,20,29,51,21,31,52,21,31,54,20,31,53,[32 25 23 21 18 19 20 20 21 21 20],[56 43 37 32 29 29 29 29 31 31 31],[93 78 68 60 56 52 51 51 52 54 53]
auroramaxHD_20180421_480p.mp4,2608,1792.0,5774.0,9327735.0,804,2091,158667,33,55,94,26,43,78,24,36,69,21,32,60,19,29,55,19,28,52,20,29,51,19,29,51,21,31,52,21,31,54,22,31,53,[33 26 24 21 19 19 20 19 21 21 22],[55 43 36 32 29 28 29 29 31 31 31],[94 78 69 60 55 52 51 51 52 54 53]
auroramaxHD_20180421_480p.mp4,2609,1541.0,7102.0,9367800.0,986,2371,158697,33,57,96,27,43,79,23,37,69,20,32,62,19,29,55,18,28,52,19,28,51,19,28,51,21,30,52,21,32,53,21,31,54,[33 27 23 20 19 18 19 19 21 21 21],[57 43 37 32 29 28 28 28 30 32 31],[96 79 69 62 55 52 51 51 52 53 54]
auroramaxHD_20180421_480p.mp4,2610,1725.0,8281.0,9387424.0,1131,2492,158389,33,58,95,27,44,79,24,37,69,21,32,62,19,29,56,19,28,52,20,28,51,19,28,51,21,30,52,22,31,54,22,31,54,[33 27 24 21 19 19 20 19 21 22 22],[58 44 37 32 29 28 28 28 30 31 31],[95 79 69 62 56 52 51 51 52 54 54]
auroramaxHD_20180421_480p.mp4,2611,2195.0,5573.0,9476374.0,1246,1951,158524,33,58,95,27,44,79,24,37,70,21,32,62,19,29,57,19,28,53,19,28,52,19,28,52,21,30,53,22,31,54,22,32,54,[33 27 24 21 19 19 19 19 21 22 22],[58 44 37 32 29 28 28 28 30 31 32],[95 79 70 62 57 53 52 52 53 54 54]
auroramaxHD_20180421_480p.mp4,2612,1818.0,6907.0,9487960.0,1218,2164,158469,34,59,95,27,44,80,24,37,69,21,33,62,19,29,57,18,28,54,18,27,51,19,28,52,21,30,54,21,32,54,21,32,55,[34 27 24 21 19 18 18 19 21 21 21],[59 44 37 33 29 28 27 28 30 32 32],[95 80 69 62 57 54 51 52 54 54 55]
auroramaxHD_20180421_480p.mp4,2613,2748.0,6123.0,9520538.0,1616,1857,158052,34,59,95,28,44,80,24,37,69,22,32,62,20,29,57,18,28,53,19,27,51,20,29,52,21,30,54,22,31,55,23,32,55,[34 28 24 22 20 18 19 20 21 22 23],[59 44 37 32 29 28 27 29 30 31 32],[95 80 69 62 57 53 51 52 54 55 55]
auroramaxHD_20180421_480p.mp4,2614,4161.0,5165.0,9582488.0,2010,1471,157546,34,58,96,28,45,81,24,37,71,22,33,63,20,29,57,19,28,53,19,28,52,20,29,52,21,30,54,22,31,56,23,32,55,[34 28 24 22 20 19 19 20 21 22 23],[58 45 37 33 29 28 28 29 30 31 32],[96 81 71 63 57 53 52 52 54 56 55]
auroramaxHD_20180421_480p.mp4,2615,2023.0,5898.0,9615574.0,1080,2186,158534,34,58,98,28,45,80,24,38,71,21,33,63,19,30,57,18,27,54,18,28,53,20,29,52,21,30,54,22,32,55,21,33,55,[34 28 24 21 19 18 18 20 21 22 21],[58 45 38 33 30 27 28 29 30 32 33],[98 80 71 63 57 54 53 52 54 55 55]
auroramaxHD_20180421_480p.mp4,2616,2493.0,7830.0,9636886.0,1275,2251,158120,33,58,97,28,44,80,24,38,71,22,33,64,19,29,57,18,27,54,17,27,52,20,29,53,21,31,54,22,32,55,23,32,55,[33 28 24 22 19 18 17 20 21 22 23],[58 44 38 33 29 27 27 29 31 32 32],[97 80 71 64 57 54 52 53 54 55 55]
auroramaxHD_20180421_480p.mp4,2617,3992.0,4875.0,9678682.0,1935,1476,157621,34,59,98,28,44,80,24,38,71,22,33,64,20,29,58,19,27,54,17,27,53,20,29,53,21,31,54,22,32,56,21,33,55,[34 28 24 22 20 19 17 20 21 22 21],[59 44 38 33 29 27 27 29 31 32 33],[98 80 71 64 58 54 53 53 54 56 55]
auroramaxHD_20180421_480p.mp4,2618,2017.0,6991.0,9733413.0,1228,2100,158277,33,59,98,28,45,82,24,38,72,21,33,64,19,29,57,18,27,54,17,27,53,21,30,54,21,31,54,22,32,56,23,32,55,[33 28 24 21 19 18 17 21 21 22 23],[59 45 38 33 29 27 27 30 31 32 32],[98 82 72 64 57 54 53 54 54 56 55]
auroramaxHD_20180421_480p.mp4,2619,1540.0,6591.0,9791867.0,1011,2288,158597,34,60,99,28,46,81,24,38,72,21,33,64,18,30,58,18,27,54,17,27,53,20,29,53,20,31,55,21,32,56,22,33,56,[34 28 24 21 18 18 17 20 20 21 22],[60 46 38 33 30 27 27 29 31 32 33],[99 81 72 64 58 54 53 53 55 56 56]
auroramaxHD_20180421_480p.mp4,2620,1390.0,7776.0,9830568.0,981,2279,158596,33,59,99,28,46,82,24,39,72,21,33,64,18,29,59,17,27,55,17,28,53,20,29,54,21,31,55,21,32,56,21,33,56,[33 28 24 21 18 17 17 20 21 21 21],[59 46 39 33 29 27 28 29 31 32 33],[99 82 72 64 59 55 53 54 55 56 56]
auroramaxHD_20180421_480p.mp4,2621,1936.0,5771.0,9865902.0,1283,1783,158390,34,59,99,29,46,82,24,39,72,21,34,65,19,29,59,17,27,55,17,27,53,20,28,54,21,31,55,22,32,57,22,33,56,[34 29 24 21 19 17 17 20 21 22 22],[59 46 39 34 29 27 27 28 31 32 33],[99 82 72 65 59 55 53 54 55 57 56]
auroramaxHD_20180421_480p.mp4,2622,2598.0,6860.0,9902983.0,1477,1838,158045,33,59,99,29,46,83,24,39,72,21,34,65,18,29,59,17,27,55,17,26,54,19,28,54,21,31,55,21,32,57,22,32,57,[33 29 24 21 18 17 17 19 21 21 22],[59 46 39 34 29 27 26 28 31 32 32],[99 83 72 65 59 55 54 54 55 57 57]
auroramaxHD_20180421_480p.mp4,2623,1899.0,7837.0,9955043.0,1300,2014,158445,33,59,101,29,47,83,24,39,72,22,34,65,19,29,59,18,27,56,18,27,54,19,29,55,21,31,56,21,32,57,22,32,57,[33 29 24 22 19 18 18 19 21 21 22],[59 47 39 34 29 27 27 29 31 32 32],[101  83  72  65  59  56  54  55  56  57  57]
